"plant_height","rmax","skew","wl","incli_top","delta_angle_top","plant_orientation","phyllotactic_angle","phyllotactic_deviation"
288.375160771804,0.734200199975486,0.0712244322174345,0.451008764071357,35.5554614097052,68.4754218836871,21.177817830806,69.6391861741965,11.2338633897989
186.096208329035,0.672753209909573,0.669994698534838,0.312601467523871,2.15106058307917,148.483321615323,76.4412746614301,29.2132113499506,22.0989512479111
177.540043696656,0.195818259966338,0.62946384225794,0.371781477722561,21.0177020274572,143.846612090444,88.5258267360762,57.2305771621383,65.6523346463847
181.681689369045,0.468347848511489,0.199028804405033,0.405563491502983,46.8855475159406,129.064903221818,31.6774697550464,82.7364932030212,23.4914361581311
51.1631118027943,0.740442251521482,0.412156205789008,0.366507967491066,38.1399242768617,116.336773975201,81.3527465995307,34.5363456206649,18.5533017566344
282.469747522511,0.319536905562475,0.2762907053903,0.0339334799034691,37.701986111866,96.2511374089808,26.1282411155178,110.792716579098,36.3709053467645
299.529859932382,0.747965801018675,0.625608296441342,0.0763043989005392,42.1780344780525,109.10791147126,69.5634955217856,5.56252170502203,59.7926912007491
168.388678003394,0.573948897475825,0.834383239991911,0.459591940762041,32.4378694499845,213.025161102161,0.0419061160525998,155.491020011884,20.4035558497006
256.672191898697,0.176895810065544,0.758231338741029,0.180387943384798,68.4290942414453,66.2644927193289,50.5209031891299,65.9655254105036,25.7222188502365
145.876716204932,0.355997990846832,0.847272302797926,0.326977939746485,55.7085744888549,93.9656805176551,55.5935585187738,90.1677097336821,43.105379200353
93.4333288060274,0.476934332193293,0.511676972864046,0.35235455950981,35.6532262114513,94.6594267991016,60.073967583282,115.590445267631,79.9005707520019
174.938065051504,0.510269277129901,0.196624976314101,0.347882816176428,50.3629403901476,225.058496288707,31.4178155696062,132.12027998516,58.4220619058181
228.720767906441,0.838907598744695,0.0841322967479055,0.0784027788834256,26.2361119552104,95.8013218959563,21.8901684497986,62.4134703194056,80.8274501805834
108.17110759252,0.587639935301013,0.970840265422632,0.428267082485075,60.7089657144301,246.074188988554,38.8932139874584,80.2762377498225,56.0182238227528
236.219727716921,0.725577158188669,0.547988399773171,0.124133928541557,24.965360855143,206.450087025363,69.3821584939462,59.7578552104824,44.4895652542503
239.017381225921,0.650370788296895,0.827900641152621,0.01780344141811,61.0972709757422,232.781489445652,1.19477357363277,86.4621534732178,9.31298923336546
84.1953521352574,0.814291977885142,0.398510427253172,0.0950032576026431,46.6859340139352,35.8675002927871,66.6679609464457,5.53910527471121,6.6901779385103
243.809643350043,0.81045825726268,0.879128398617424,0.188017633428844,59.5441634024831,81.5036151439512,8.0102105865611,13.0920390697396,24.3270546638161
217.124237273274,0.314669695235359,0.784243164756268,0.0159496286759716,15.4836784675434,53.976812403801,63.7418203986701,169.72355873554,77.820365620011
122.230830543487,0.305589696167493,0.50133901724624,0.143826791981433,73.1147828717734,153.967053482018,50.4825623826237,29.2430047351157,28.2361623842769
201.091614536457,0.238393921145955,0.243701904261197,0.143343101884083,9.74029738021461,89.590919624681,73.0759690941325,114.666298650638,48.9219846570251
189.182577237022,0.223310160753551,0.569782628285821,0.405950672557684,26.1817392687472,195.367392511856,86.0161532010422,75.9870081998041,64.3937722440326
217.791196557766,0.543179484206612,0.679863178258502,0.434407477920316,2.68297317043589,121.247073287603,0.0713861696640647,59.4231052859668,24.9908587988574
246.587971948414,0.733154163921069,0.533271602505815,0.339044357950416,73.7987373031678,82.6508946789031,44.8623702485872,54.576057357245,42.9676920549573
153.347865956931,0.777705261641757,0.817098092864446,0.478749229656213,43.4789896454437,88.7041641922879,14.2306593625685,48.8845345619311,4.89893352909404
217.614973714816,0.877427219816013,0.434547301894733,0.292274294709282,63.3346858069957,197.890579924718,23.4573360605925,34.2178846677512,51.7092534292428
224.681209466426,0.381321509427913,0.843938027833767,0.433922382138158,63.6955191307005,218.732208638248,68.04591300292,123.959613373314,55.3114434203023
284.343530860088,0.207760415152725,0.161220307567229,0.0323145637622285,13.1314102001335,95.4442255180374,59.8734383508324,95.6538684266248,13.3003644215678
116.5023038054,0.384948974910025,0.275581801847357,0.358826023684757,29.3141707306912,35.2332051477385,40.5906936614538,16.7689538974633,16.9397657025104
66.8243944261863,0.652867450061026,0.419098187585221,0.0510089301873599,19.6698447664671,8.70823724436733,47.8249414207863,42.7634349827951,57.6074830416343
223.477682999016,0.647094494022555,0.231357474786686,0.203749444173542,69.9819705715377,60.9053711169524,55.5097946095276,17.1026283172674,84.360742698559
